employer_name,city,state,occupation,soc_code,job_title,estimated_headcount,headcount_confidence,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,inference_source,record_type
City of Cambridge,Cambridge,MA,police,,Police,480,0.63,36552,60920,106778,0.6,0.9,0.34,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,fire,,Fire,200,0.63,36552,60920,106778,0.6,0.9,0.34,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,teachers,25-2021,Elementary School Teachers,1000,0.63,44736,74560,109676,0.85,0.9,0.482,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,administrative,43-6014,Secretaries and Administrative Assistants,800,0.63,29352,48920,73276,0.85,0.9,0.482,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,social_workers,,Social Workers,320,0.63,36552,60920,106778,0.6,0.9,0.34,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,maintenance,,Maintenance,400,0.63,36552,60920,106778,0.6,0.9,0.34,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,management,11-1021,General and Operations Managers,320,0.63,86136,143560,225890,0.85,0.9,0.482,government,employer_db:city_payroll,inferred_archetype
City of Cambridge,Cambridge,MA,other,,Other,480,0.63,36552,60920,106778,0.6,0.9,0.34,government,employer_db:city_payroll,inferred_archetype
City of Worcester,Worcester,MA,police,,Police,960,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,fire,,Fire,400,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,teachers,25-2021,Elementary School Teachers,2000,0.595,44736,74560,109676,0.85,0.9,0.455,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,administrative,43-6014,Secretaries and Administrative Assistants,1600,0.595,29352,48920,73276,0.85,0.9,0.455,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,social_workers,,Social Workers,640,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,maintenance,,Maintenance,800,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,management,11-1021,General and Operations Managers,640,0.595,86136,143560,225890,0.85,0.9,0.455,government,employer_db:web_estimate,inferred_archetype
City of Worcester,Worcester,MA,other,,Other,960,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,police,,Police,804,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,fire,,Fire,335,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,teachers,25-2021,Elementary School Teachers,1675,0.595,44736,74560,109676,0.85,0.9,0.455,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,administrative,43-6014,Secretaries and Administrative Assistants,1340,0.595,29352,48920,73276,0.85,0.9,0.455,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,social_workers,,Social Workers,536,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,maintenance,,Maintenance,670,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,management,11-1021,General and Operations Managers,536,0.595,86136,143560,225890,0.85,0.9,0.455,government,employer_db:web_estimate,inferred_archetype
City of Springfield,Springfield,MA,other,,Other,804,0.595,36552,60920,106778,0.6,0.9,0.321,government,employer_db:web_estimate,inferred_archetype
MBTA,Boston,MA,police,,Police,720,0.56,36552,60920,106778,0.6,0.9,0.302,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,fire,,Fire,300,0.56,36552,60920,106778,0.6,0.9,0.302,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,teachers,25-2021,Elementary School Teachers,1500,0.56,44736,74560,109676,0.85,0.9,0.428,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,1200,0.56,29352,48920,73276,0.85,0.9,0.428,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,social_workers,,Social Workers,480,0.56,36552,60920,106778,0.6,0.9,0.302,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,maintenance,,Maintenance,600,0.56,36552,60920,106778,0.6,0.9,0.302,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,management,11-1021,General and Operations Managers,480,0.56,86136,143560,225890,0.85,0.9,0.428,government,employer_db:news_estimate,inferred_archetype
MBTA,Boston,MA,other,,Other,720,0.56,36552,60920,106778,0.6,0.9,0.302,government,employer_db:news_estimate,inferred_archetype
TJX Companies,Framingham,MA,sales_associates,,Sales Associates,6750,0.56,36552,60920,106778,0.6,0.9,0.302,retail,employer_db:sec_10k,inferred_archetype
TJX Companies,Framingham,MA,cashiers,,Cashiers,2250,0.56,36552,60920,106778,0.6,0.9,0.302,retail,employer_db:sec_10k,inferred_archetype
TJX Companies,Framingham,MA,stock_handlers,,Stock Handlers,1800,0.56,36552,60920,106778,0.6,0.9,0.302,retail,employer_db:sec_10k,inferred_archetype
TJX Companies,Framingham,MA,management,11-1021,General and Operations Managers,1500,0.56,86136,143560,225890,0.85,0.9,0.428,retail,employer_db:sec_10k,inferred_archetype
TJX Companies,Framingham,MA,customer_service,,Customer Service,1200,0.56,36552,60920,106778,0.6,0.9,0.302,retail,employer_db:sec_10k,inferred_archetype
TJX Companies,Framingham,MA,administrative,43-6014,Secretaries and Administrative Assistants,750,0.56,29352,48920,73276,0.85,0.9,0.428,retail,employer_db:sec_10k,inferred_archetype
TJX Companies,Framingham,MA,other,,Other,750,0.56,36552,60920,106778,0.6,0.9,0.302,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,sales_associates,,Sales Associates,1350,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,cashiers,,Cashiers,450,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,stock_handlers,,Stock Handlers,360,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,management,11-1021,General and Operations Managers,300,0.525,86136,143560,225890,0.85,0.9,0.402,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,customer_service,,Customer Service,240,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,administrative,43-6014,Secretaries and Administrative Assistants,150,0.525,29352,48920,73276,0.85,0.9,0.402,retail,employer_db:sec_10k,inferred_archetype
BJ's Wholesale,Westborough,MA,other,,Other,150,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:sec_10k,inferred_archetype
Stop & Shop,Quincy,MA,sales_associates,,Sales Associates,11250,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:news_estimate,inferred_archetype
Stop & Shop,Quincy,MA,cashiers,,Cashiers,3750,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:news_estimate,inferred_archetype
Stop & Shop,Quincy,MA,stock_handlers,,Stock Handlers,3000,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:news_estimate,inferred_archetype
Stop & Shop,Quincy,MA,management,11-1021,General and Operations Managers,2500,0.525,86136,143560,225890,0.85,0.9,0.402,retail,employer_db:news_estimate,inferred_archetype
Stop & Shop,Quincy,MA,customer_service,,Customer Service,2000,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:news_estimate,inferred_archetype
Stop & Shop,Quincy,MA,administrative,43-6014,Secretaries and Administrative Assistants,1250,0.525,29352,48920,73276,0.85,0.9,0.402,retail,employer_db:news_estimate,inferred_archetype
Stop & Shop,Quincy,MA,other,,Other,1250,0.525,36552,60920,106778,0.6,0.9,0.283,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,sales_associates,,Sales Associates,3600,0.49,36552,60920,106778,0.6,0.9,0.265,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,cashiers,,Cashiers,1200,0.49,36552,60920,106778,0.6,0.9,0.265,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,stock_handlers,,Stock Handlers,960,0.49,36552,60920,106778,0.6,0.9,0.265,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,management,11-1021,General and Operations Managers,800,0.49,86136,143560,225890,0.85,0.9,0.375,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,customer_service,,Customer Service,640,0.49,36552,60920,106778,0.6,0.9,0.265,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,administrative,43-6014,Secretaries and Administrative Assistants,400,0.49,29352,48920,73276,0.85,0.9,0.375,retail,employer_db:news_estimate,inferred_archetype
Market Basket,Tewksbury,MA,other,,Other,400,0.49,36552,60920,106778,0.6,0.9,0.265,retail,employer_db:news_estimate,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,financial_analysts,13-2051,Financial Analysts,600,0.56,65922,109870,171430,0.85,0.9,0.428,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,accountants,13-2011,Accountants and Auditors,480,0.56,51804,86340,135688,0.85,0.9,0.428,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,software_developers,15-1252,Software Developers,600,0.56,84138,140230,204246,0.85,0.9,0.428,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,customer_service,,Customer Service,480,0.56,36552,60920,106778,0.6,0.9,0.302,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,sales,41-0000,Sales and Related Occupations,400,0.56,23352,38920,76048,0.85,0.9,0.428,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,management,11-1021,General and Operations Managers,400,0.56,86136,143560,225890,0.85,0.9,0.428,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,480,0.56,29352,48920,73276,0.85,0.9,0.428,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,compliance,,Compliance,320,0.56,36552,60920,106778,0.6,0.9,0.302,finance,employer_db:990_filing,inferred_archetype
Blue Cross Blue Shield of MA,Boston,MA,other,,Other,240,0.56,36552,60920,106778,0.6,0.9,0.302,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,financial_analysts,13-2051,Financial Analysts,225,0.525,65922,109870,171430,0.85,0.9,0.402,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,accountants,13-2011,Accountants and Auditors,180,0.525,51804,86340,135688,0.85,0.9,0.402,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,software_developers,15-1252,Software Developers,225,0.525,84138,140230,204246,0.85,0.9,0.402,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,customer_service,,Customer Service,180,0.525,36552,60920,106778,0.6,0.9,0.283,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,sales,41-0000,Sales and Related Occupations,150,0.525,23352,38920,76048,0.85,0.9,0.402,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,management,11-1021,General and Operations Managers,150,0.525,86136,143560,225890,0.85,0.9,0.402,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,administrative,43-6014,Secretaries and Administrative Assistants,180,0.525,29352,48920,73276,0.85,0.9,0.402,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,compliance,,Compliance,120,0.525,36552,60920,106778,0.6,0.9,0.283,finance,employer_db:990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,other,,Other,90,0.525,36552,60920,106778,0.6,0.9,0.283,finance,employer_db:990_filing,inferred_archetype
Amazon.com Services LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,367,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,sales,41-0000,Sales and Related Occupations,220,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,customer_service,,Customer Service,220,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,management,11-1021,General and Operations Managers,147,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,skilled_trades,,Skilled Trades,220,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,other,,Other,294,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,faculty,,Faculty,288,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,research_staff,,Research Staff,173,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,231,0.35,29352,48920,73276,0.85,0.9,0.268,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,student_services,,Student Services,115,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,facilities,,Facilities,115,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,it_staff,,It Staff,92,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,management,11-1021,General and Operations Managers,57,0.35,86136,143560,225890,0.85,0.9,0.268,higher_education,employer_db:h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,other,,Other,80,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,software_developers,15-1252,Software Developers,360,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,data_scientists,15-2051,Data Scientists,72,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,product_managers,,Product Managers,72,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,designers,,Designers,45,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,sales,41-0000,Sales and Related Occupations,108,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,management,11-1021,General and Operations Managers,72,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,72,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,support,,Support,54,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,other,,Other,45,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,202,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,121,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,customer_service,,Customer Service,121,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,management,11-1021,General and Operations Managers,81,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,skilled_trades,,Skilled Trades,121,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,other,,Other,162,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,registered_nurses,29-1141,Registered Nurses,198,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
