employer_name,city,state,occupation,job_title,soc_code,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,headcount_confidence,location_confidence,overall_confidence,industry,source,record_type
Accenture LLP,Boston,MA,sales,Sales and Related Occupations,41-0000,47,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Accenture LLP,Boston,MA,customer_service,Customer Service,,47,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Accenture LLP,Boston,MA,management,General and Operations Managers,11-1021,31,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Accenture LLP,Boston,MA,skilled_trades,Skilled Trades,,47,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Accenture LLP,Boston,MA,other,Other,,63,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
WIPRO LIMITED,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,71,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
WIPRO LIMITED,Boston,MA,sales,Sales and Related Occupations,41-0000,42,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
WIPRO LIMITED,Boston,MA,customer_service,Customer Service,,42,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
WIPRO LIMITED,Boston,MA,management,General and Operations Managers,11-1021,28,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
WIPRO LIMITED,Boston,MA,skilled_trades,Skilled Trades,,42,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
WIPRO LIMITED,Boston,MA,other,Other,,57,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Deloitte Consulting LLP,Boston,MA,consultants,Consultants,,142,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
Deloitte Consulting LLP,Boston,MA,analysts,Analysts,,57,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
Deloitte Consulting LLP,Boston,MA,management,General and Operations Managers,11-1021,28,86136,143560,225890,0.85,0.35,0.9,0.268,consulting,h1b_estimate,inferred_archetype
Deloitte Consulting LLP,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,28,29352,48920,73276,0.85,0.35,0.9,0.268,consulting,h1b_estimate,inferred_archetype
Deloitte Consulting LLP,Boston,MA,it_staff,It Staff,,14,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
Deloitte Consulting LLP,Boston,MA,other,Other,,14,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
Amgen Inc.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,67,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Amgen Inc.,Boston,MA,sales,Sales and Related Occupations,41-0000,40,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Amgen Inc.,Boston,MA,customer_service,Customer Service,,40,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Amgen Inc.,Boston,MA,management,General and Operations Managers,11-1021,27,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Amgen Inc.,Boston,MA,skilled_trades,Skilled Trades,,40,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Amgen Inc.,Boston,MA,other,Other,,54,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,software_developers,Software Developers,15-1252,96,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,data_scientists,Data Scientists,15-2051,19,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,product_managers,Product Managers,,19,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,designers,Designers,,12,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,sales,Sales and Related Occupations,41-0000,28,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,management,General and Operations Managers,11-1021,19,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,19,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,support,Support,,14,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"ZIFO TECHNOLOGIES, INC",Boston,MA,other,Other,,12,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Wellington Management Company LLP,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,60,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Wellington Management Company LLP,Boston,MA,sales,Sales and Related Occupations,41-0000,36,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Wellington Management Company LLP,Boston,MA,customer_service,Customer Service,,36,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Wellington Management Company LLP,Boston,MA,management,General and Operations Managers,11-1021,24,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Wellington Management Company LLP,Boston,MA,skilled_trades,Skilled Trades,,36,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Wellington Management Company LLP,Boston,MA,other,Other,,48,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"CarGurus, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,60,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"CarGurus, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,36,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"CarGurus, Inc.",Boston,MA,customer_service,Customer Service,,36,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"CarGurus, Inc.",Boston,MA,management,General and Operations Managers,11-1021,24,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"CarGurus, Inc.",Boston,MA,skilled_trades,Skilled Trades,,36,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"CarGurus, Inc.",Boston,MA,other,Other,,48,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
EMC Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,60,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
EMC Corporation,Boston,MA,sales,Sales and Related Occupations,41-0000,36,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
EMC Corporation,Boston,MA,customer_service,Customer Service,,36,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
EMC Corporation,Boston,MA,management,General and Operations Managers,11-1021,24,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
EMC Corporation,Boston,MA,skilled_trades,Skilled Trades,,36,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
EMC Corporation,Boston,MA,other,Other,,48,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,registered_nurses,Registered Nurses,29-1141,56,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,physicians,Physicians,29-1216,18,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,medical_technicians,Medical Technicians,,27,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,healthcare_support,Healthcare Support,,33,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,33,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,management,General and Operations Managers,11-1021,11,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,facilities,Facilities,,11,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"athenahealth, Inc.",Boston,MA,other,Other,,33,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"Boston Consulting Group, Inc.",Boston,MA,consultants,Consultants,,112,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
"Boston Consulting Group, Inc.",Boston,MA,analysts,Analysts,,45,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
"Boston Consulting Group, Inc.",Boston,MA,management,General and Operations Managers,11-1021,22,86136,143560,225890,0.85,0.35,0.9,0.268,consulting,h1b_estimate,inferred_archetype
"Boston Consulting Group, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,consulting,h1b_estimate,inferred_archetype
"Boston Consulting Group, Inc.",Boston,MA,it_staff,It Staff,,11,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
"Boston Consulting Group, Inc.",Boston,MA,other,Other,,11,36552,60920,106778,0.6,0.35,0.9,0.189,consulting,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,financial_analysts,Financial Analysts,13-2051,31,65922,109870,171430,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,accountants,Accountants and Auditors,13-2011,25,51804,86340,135688,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,software_developers,Software Developers,15-1252,31,84138,140230,204246,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,customer_service,Customer Service,,25,36552,60920,106778,0.6,0.35,0.9,0.189,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,sales,Sales and Related Occupations,41-0000,21,23352,38920,76048,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,management,General and Operations Managers,11-1021,21,86136,143560,225890,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,25,29352,48920,73276,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,compliance,Compliance,,16,36552,60920,106778,0.6,0.35,0.9,0.189,finance,h1b_estimate,inferred_archetype
Massachusetts Mutual Life Insurance Company,Boston,MA,other,Other,,12,36552,60920,106778,0.6,0.35,0.9,0.189,finance,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,faculty,Faculty,,52,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,research_staff,Research Staff,,31,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,42,29352,48920,73276,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,student_services,Student Services,,21,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,facilities,Facilities,,21,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,it_staff,It Staff,,16,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
University of Massachusetts Amherst,Boston,MA,other,Other,,14,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
DK Crown Holdings Inc.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,52,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
DK Crown Holdings Inc.,Boston,MA,sales,Sales and Related Occupations,41-0000,31,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
DK Crown Holdings Inc.,Boston,MA,customer_service,Customer Service,,31,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
DK Crown Holdings Inc.,Boston,MA,management,General and Operations Managers,11-1021,21,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
DK Crown Holdings Inc.,Boston,MA,skilled_trades,Skilled Trades,,31,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
DK Crown Holdings Inc.,Boston,MA,other,Other,,42,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Amazon Development Center U.S., Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,52,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Amazon Development Center U.S., Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,31,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Amazon Development Center U.S., Inc.",Boston,MA,customer_service,Customer Service,,31,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Amazon Development Center U.S., Inc.",Boston,MA,management,General and Operations Managers,11-1021,21,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Amazon Development Center U.S., Inc.",Boston,MA,skilled_trades,Skilled Trades,,31,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Amazon Development Center U.S., Inc.",Boston,MA,other,Other,,42,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,registered_nurses,Registered Nurses,29-1141,52,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,physicians,Physicians,29-1216,16,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,medical_technicians,Medical Technicians,,25,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,healthcare_support,Healthcare Support,,31,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,31,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,management,General and Operations Managers,11-1021,10,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,facilities,Facilities,,10,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
GANDARA Mental HEALTH CENTER Inc,Boston,MA,other,Other,,31,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,software_developers,Software Developers,15-1252,78,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,data_scientists,Data Scientists,15-2051,15,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,product_managers,Product Managers,,15,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,designers,Designers,,9,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,23,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,management,General and Operations Managers,11-1021,15,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,15,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,support,Support,,11,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"Akamai Technologies, Inc.",Boston,MA,other,Other,,9,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Beth Israel Deaconess Medical Center,Boston,MA,registered_nurses,Registered Nurses,29-1141,48,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Beth Israel Deaconess Medical Center,Boston,MA,physicians,Physicians,29-1216,15,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Beth Israel Deaconess Medical Center,Boston,MA,medical_technicians,Medical Technicians,,23,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Beth Israel Deaconess Medical Center,Boston,MA,healthcare_support,Healthcare Support,,29,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Beth Israel Deaconess Medical Center,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,29,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Beth Israel Deaconess Medical Center,Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
